sampleID	bioSampleID	dataset	target_gene	marker	molecule	accessions
DNA_1	UK1-U1-MC01-C7	deep_sea	18S rRNA	V9	DNA	ERR7223142
DNA_2	UK1-U1-MC01-C7	deep_sea	18S rRNA	V9	DNA	ERR7223144
DNA_3	UK1-U1-MC01-C7	deep_sea	18S rRNA	V9	DNA	ERR7223146;ERR7223708
DNA_4	UK1-U1-MC01-C8	deep_sea	18S rRNA	V9	DNA	ERR7223148
DNA_5	UK1-U1-MC01-C8	deep_sea	18S rRNA	V9	DNA	ERR7223150;ERR7223709
DNA_6	UK1-U1-MC01-C8	deep_sea	18S rRNA	V9	DNA	ERR7223152;ERR7223710
DNA_7	UK1-U2-MC02-C3	deep_sea	18S rRNA	V9	DNA	ERR7223154;ERR7223711
DNA_8	UK1-U2-MC02-C3	deep_sea	18S rRNA	V9	DNA	ERR7223156;ERR7223712
DNA_9	UK1-U2-MC02-C3	deep_sea	18S rRNA	V9	DNA	ERR7223158;ERR7223713
DNA_10	UK1-U2-MC02-C6	deep_sea	18S rRNA	V9	DNA	ERR7223160;ERR7223714
DNA_11	UK1-U2-MC02-C6	deep_sea	18S rRNA	V9	DNA	ERR7223162
DNA_12	UK1-U2-MC02-C6	deep_sea	18S rRNA	V9	DNA	ERR7223164
DNA_13	UK1-U3-MC03-C2	deep_sea	18S rRNA	V9	DNA	ERR7223166
DNA_14	UK1-U3-MC03-C2	deep_sea	18S rRNA	V9	DNA	ERR7223168;ERR7223715
DNA_15	UK1-U3-MC03-C2	deep_sea	18S rRNA	V9	DNA	ERR7223170
DNA_16	UK1-U3-MC03-C9	deep_sea	18S rRNA	V9	DNA	ERR7223172
DNA_17	UK1-U3-MC03-C9	deep_sea	18S rRNA	V9	DNA	ERR7223174
DNA_18	UK1-U3-MC03-C9	deep_sea	18S rRNA	V9	DNA	ERR7223176
DNA_19	UK1-U5-MC04-C4	deep_sea	18S rRNA	V9	DNA	ERR7223178;ERR7223719
DNA_20	UK1-U5-MC04-C4	deep_sea	18S rRNA	V9	DNA	ERR7223180;ERR7223720
DNA_21	UK1-U5-MC04-C4	deep_sea	18S rRNA	V9	DNA	ERR7223182;ERR7223721
DNA_22	UK1-U5-MC04-C8	deep_sea	18S rRNA	V9	DNA	ERR7223184;ERR7223722
DNA_23	UK1-U5-MC04-C8	deep_sea	18S rRNA	V9	DNA	ERR7223723
DNA_24	UK1-U5-MC04-C8	deep_sea	18S rRNA	V9	DNA	ERR7223724
DNA_25	UK1-U4-MC05-C1	deep_sea	18S rRNA	V9	DNA	ERR7223190;ERR7223725
DNA_26	UK1-U4-MC05-C1	deep_sea	18S rRNA	V9	DNA	ERR7223726
DNA_27	UK1-U4-MC05-C1	deep_sea	18S rRNA	V9	DNA	ERR7223194;ERR7223728
DNA_28	UK1-U4-MC05-C9	deep_sea	18S rRNA	V9	DNA	ERR7223196;ERR7223729
DNA_29	UK1-U4-MC05-C9	deep_sea	18S rRNA	V9	DNA	ERR7223730
DNA_30	UK1-U4-MC05-C9	deep_sea	18S rRNA	V9	DNA	ERR7223200;ERR7223731
DNA_31	UK1-U6-MC06-C6	deep_sea	18S rRNA	V9	DNA	ERR7223202
DNA_32	UK1-U6-MC06-C6	deep_sea	18S rRNA	V9	DNA	ERR7223204;ERR7223732
DNA_33	UK1-U6-MC06-C6	deep_sea	18S rRNA	V9	DNA	ERR7223206;ERR7223733
DNA_34	UK1-U6-MC06-C11	deep_sea	18S rRNA	V9	DNA	ERR7223208;ERR7223734
DNA_35	UK1-U6-MC06-C11	deep_sea	18S rRNA	V9	DNA	ERR7223210;ERR7223736
DNA_36	UK1-U6-MC06-C11	deep_sea	18S rRNA	V9	DNA	ERR7223737
DNA_37	OMS1-S1-MC07-C4	deep_sea	18S rRNA	V9	DNA	ERR7223214;ERR7223738
DNA_38	OMS1-S1-MC07-C4	deep_sea	18S rRNA	V9	DNA	ERR7223216;ERR7223739
DNA_39	OMS1-S1-MC07-C4	deep_sea	18S rRNA	V9	DNA	no_pcr_products
DNA_40	OMS1-S1-MC07-C8	deep_sea	18S rRNA	V9	DNA	ERR7223218;ERR7223740
DNA_41	OMS1-S1-MC07-C8	deep_sea	18S rRNA	V9	DNA	ERR7223220;ERR7223741
DNA_43	OMS1-S3-MC08-C8	deep_sea	18S rRNA	V9	DNA	ERR7223222
DNA_44	OMS1-S3-MC08-C8	deep_sea	18S rRNA	V9	DNA	ERR7223224
DNA_45	OMS1-S3-MC08-C8	deep_sea	18S rRNA	V9	DNA	ERR7223226;ERR7223742
DNA_46	OMS1-S3-MC08-C11	deep_sea	18S rRNA	V9	DNA	ERR7223228
DNA_47	OMS1-S3-MC08-C11	deep_sea	18S rRNA	V9	DNA	ERR7223230
DNA_48	OMS1-S3-MC08-C11	deep_sea	18S rRNA	V9	DNA	ERR7223232;ERR7223743
DNA_49	OMS1-S4-MC09-C6	deep_sea	18S rRNA	V9	DNA	ERR7223234;ERR7223744
DNA_50	OMS1-S4-MC09-C6	deep_sea	18S rRNA	V9	DNA	ERR7223236
DNA_51	OMS1-S4-MC09-C6	deep_sea	18S rRNA	V9	DNA	ERR7223238;ERR7223745
DNA_52	OMS1-S4-MC09-C10	deep_sea	18S rRNA	V9	DNA	ERR7223240
DNA_53	OMS1-S4-MC09-C10	deep_sea	18S rRNA	V9	DNA	ERR7223242;ERR7223746
DNA_54	OMS1-S4-MC09-C10	deep_sea	18S rRNA	V9	DNA	ERR7223244
DNA_55	OMS1-S2-MC10-C5	deep_sea	18S rRNA	V9	DNA	ERR7223246;ERR7223747
DNA_56	OMS1-S2-MC10-C5	deep_sea	18S rRNA	V9	DNA	ERR7223248;ERR7223748
DNA_57	OMS1-S2-MC10-C5	deep_sea	18S rRNA	V9	DNA	ERR7223250
DNA_58	OMS1-S2-MC10-C6	deep_sea	18S rRNA	V9	DNA	no_pcr_products
DNA_59	OMS1-S2-MC10-C6	deep_sea	18S rRNA	V9	DNA	ERR7223252
DNA_60	OMS1-S2-MC10-C6	deep_sea	18S rRNA	V9	DNA	ERR7223254;ERR7223749
DNA_61	OMS1-S5-MC11-C2	deep_sea	18S rRNA	V9	DNA	ERR7223256
DNA_62	OMS1-S5-MC11-C2	deep_sea	18S rRNA	V9	DNA	no_pcr_products
DNA_63	OMS1-S5-MC11-C2	deep_sea	18S rRNA	V9	DNA	ERR7223258;ERR7223750
DNA_64	OMS1-S5-MC11-C11	deep_sea	18S rRNA	V9	DNA	ERR7223260;ERR7223751
DNA_65	OMS1-S5-MC11-C11	deep_sea	18S rRNA	V9	DNA	ERR7223262
DNA_66	OMS1-S5-MC11-C11	deep_sea	18S rRNA	V9	DNA	ERR7223264;ERR7223752
DNA_67	OMS1-S6-MC12-C5	deep_sea	18S rRNA	V9	DNA	ERR7223266;ERR7223753
DNA_68	OMS1-S6-MC12-C5	deep_sea	18S rRNA	V9	DNA	no_pcr_products
DNA_69	OMS1-S6-MC12-C5	deep_sea	18S rRNA	V9	DNA	ERR7223268;ERR7223754
DNA_70	OMS1-S6-MC12-C6	deep_sea	18S rRNA	V9	DNA	ERR7223270
DNA_71	OMS1-S6-MC12-C6	deep_sea	18S rRNA	V9	DNA	ERR7223272;ERR7223755
DNA_73	UK1-U7-MC13-C6	deep_sea	18S rRNA	V9	DNA	ERR7223274
DNA_74	UK1-U7-MC13-C6	deep_sea	18S rRNA	V9	DNA	ERR7223276
DNA_75	UK1-U7-MC13-C6	deep_sea	18S rRNA	V9	DNA	ERR7223278;ERR7223756
DNA_76	UK1-U7-MC13-C12	deep_sea	18S rRNA	V9	DNA	ERR7223280
DNA_77	UK1-U7-MC13-C12	deep_sea	18S rRNA	V9	DNA	ERR7223282;ERR7223757
DNA_78	UK1-U7-MC13-C12	deep_sea	18S rRNA	V9	DNA	ERR7223284;ERR7223758
DNA_82	UK1-U10-MC15-C11	deep_sea	18S rRNA	V9	DNA	ERR7223286;ERR7223759
DNA_83	UK1-U10-MC15-C11	deep_sea	18S rRNA	V9	DNA	ERR7223288;ERR7223760
DNA_84	UK1-U10-MC15-C11	deep_sea	18S rRNA	V9	DNA	ERR7223290;ERR7223761
DNA_85	UK1-U10-MC15-C10	deep_sea	18S rRNA	V9	DNA	ERR7223292;ERR7223762
DNA_86	UK1-U10-MC15-C10	deep_sea	18S rRNA	V9	DNA	ERR7223294;ERR7223763
DNA_87	UK1-U10-MC15-C10	deep_sea	18S rRNA	V9	DNA	no_pcr_products
DNA_94	UK1-U14-MC17-C2	deep_sea	18S rRNA	V9	DNA	ERR7223296
DNA_95	UK1-U14-MC17-C2	deep_sea	18S rRNA	V9	DNA	no_pcr_products
DNA_97	UK1-U14-MC17-C7	deep_sea	18S rRNA	V9	DNA	ERR7223298
DNA_98	UK1-U14-MC17-C7	deep_sea	18S rRNA	V9	DNA	ERR7223300;ERR7223765
DNA_99	UK1-U14-MC17-C7	deep_sea	18S rRNA	V9	DNA	ERR7223302
DNA_100	UK1-U13-MC18-C1	deep_sea	18S rRNA	V9	DNA	ERR7223304
DNA_101	UK1-U13-MC18-C1	deep_sea	18S rRNA	V9	DNA	ERR7223306
DNA_102	UK1-U13-MC18-C1	deep_sea	18S rRNA	V9	DNA	ERR7223308
DNA_103	UK1-U13-MC18-C5	deep_sea	18S rRNA	V9	DNA	ERR7223310;ERR7223766
DNA_104	UK1-U13-MC18-C5	deep_sea	18S rRNA	V9	DNA	ERR7223312
DNA_105	UK1-U13-MC18-C5	deep_sea	18S rRNA	V9	DNA	ERR7223314
DNA_106	OMS1-S9-MC19-C7	deep_sea	18S rRNA	V9	DNA	ERR7223316
DNA_107	OMS1-S9-MC19-C7	deep_sea	18S rRNA	V9	DNA	no_pcr_products
DNA_108	OMS1-S9-MC19-C7	deep_sea	18S rRNA	V9	DNA	ERR7223318;ERR7223767
DNA_109	OMS1-S9-MC19-C11	deep_sea	18S rRNA	V9	DNA	ERR7223320
DNA_110	OMS1-S9-MC19-C11	deep_sea	18S rRNA	V9	DNA	ERR7223322;ERR7223768
DNA_111	OMS1-S9-MC19-C11	deep_sea	18S rRNA	V9	DNA	ERR7223324
DNA_115	OMS1-S7-MC20-C6	deep_sea	18S rRNA	V9	DNA	ERR7223326;ERR7223769
DNA_116	OMS1-S7-MC20-C6	deep_sea	18S rRNA	V9	DNA	ERR7223328;ERR7223770
DNA_117	OMS1-S7-MC20-C6	deep_sea	18S rRNA	V9	DNA	ERR7223330;ERR7223771
DNA_119	OMS1-S10-MC21-C2	deep_sea	18S rRNA	V9	DNA	ERR7223332
DNA_120	OMS1-S10-MC21-C2	deep_sea	18S rRNA	V9	DNA	ERR7223334;ERR7223772
DNA_121	OMS1-S10-MC21-C5	deep_sea	18S rRNA	V9	DNA	ERR7223336;ERR7223773
DNA_122	OMS1-S10-MC21-C5	deep_sea	18S rRNA	V9	DNA	ERR7223338;ERR7223774
DNA_123	OMS1-S10-MC21-C5	deep_sea	18S rRNA	V9	DNA	ERR7223340
DNA_124	OMS1-S8-MC22-C6	deep_sea	18S rRNA	V9	DNA	ERR7223342
DNA_125	OMS1-S8-MC22-C6	deep_sea	18S rRNA	V9	DNA	ERR7223344
DNA_126	OMS1-S8-MC22-C6	deep_sea	18S rRNA	V9	DNA	ERR7223346
DNA_127	OMS1-S8-MC22-C11	deep_sea	18S rRNA	V9	DNA	ERR7223348
DNA_128	OMS1-S8-MC22-C11	deep_sea	18S rRNA	V9	DNA	ERR7223350;ERR7223775
DNA_129	OMS1-S8-MC22-C11	deep_sea	18S rRNA	V9	DNA	ERR7223352;ERR7223776
DNA_130	OMS1-S11-MC23-C8	deep_sea	18S rRNA	V9	DNA	ERR7223354;ERR7223778
DNA_131	OMS1-S11-MC23-C8	deep_sea	18S rRNA	V9	DNA	ERR7223356;ERR7223779
DNA_132	OMS1-S11-MC23-C8	deep_sea	18S rRNA	V9	DNA	ERR7223358;ERR7223780
DNA_133	OMS1-S11-MC23-C10	deep_sea	18S rRNA	V9	DNA	ERR7223360
DNA_134	OMS1-S11-MC23-C10	deep_sea	18S rRNA	V9	DNA	ERR7223362
DNA_135	OMS1-S11-MC23-C10	deep_sea	18S rRNA	V9	DNA	ERR7223364;ERR7223781
DNA_136	OMS1-S12-MC24-C6	deep_sea	18S rRNA	V9	DNA	ERR7223366;ERR7223782
DNA_137	OMS1-S12-MC24-C6	deep_sea	18S rRNA	V9	DNA	ERR7223368;ERR7223783
DNA_138	OMS1-S12-MC24-C6	deep_sea	18S rRNA	V9	DNA	ERR7223370
DNA_139	OMS1-S12-MC24-C12	deep_sea	18S rRNA	V9	DNA	ERR7223372;ERR7223784
DNA_140	OMS1-S12-MC24-C12	deep_sea	18S rRNA	V9	DNA	ERR7223374;ERR7223785
DNA_141	OMS1-S12-MC24-C12	deep_sea	18S rRNA	V9	DNA	ERR7223376;ERR7223786
DNA_142	UK1-U15-MC25-C10	deep_sea	18S rRNA	V9	DNA	ERR7223378
DNA_143	UK1-U15-MC25-C10	deep_sea	18S rRNA	V9	DNA	ERR7223380
DNA_144	UK1-U15-MC25-C10	deep_sea	18S rRNA	V9	DNA	ERR7223788
DNA_145	UK1-U15-MC25-C11	deep_sea	18S rRNA	V9	DNA	ERR7223384;ERR7223790
DNA_146	UK1-U15-MC25-C11	deep_sea	18S rRNA	V9	DNA	ERR7223386
DNA_147	UK1-U15-MC25-C11	deep_sea	18S rRNA	V9	DNA	ERR7223388;ERR7223791
DNA_148	SO237_03-3	deep_sea	18S rRNA	V9	DNA	ERR7223390
DNA_149	SO237_03-3	deep_sea	18S rRNA	V9	DNA	ERR7223392
DNA_150	SO237_03-3	deep_sea	18S rRNA	V9	DNA	ERR7223394
DNA_151	SO237_03-4	deep_sea	18S rRNA	V9	DNA	ERR7223396;ERR7223794
DNA_152	SO237_03-4	deep_sea	18S rRNA	V9	DNA	ERR7223398
DNA_153	SO237_03-4	deep_sea	18S rRNA	V9	DNA	ERR7223400
DNA_154	SO237_03-5	deep_sea	18S rRNA	V9	DNA	ERR7223402
DNA_155	SO237_03-5	deep_sea	18S rRNA	V9	DNA	ERR7223404
DNA_157	SO237_04-3	deep_sea	18S rRNA	V9	DNA	ERR7223406
DNA_158	SO237_04-3	deep_sea	18S rRNA	V9	DNA	ERR7223408
DNA_159	SO237_04-3	deep_sea	18S rRNA	V9	DNA	ERR7223410
DNA_160	SO237_04-4	deep_sea	18S rRNA	V9	DNA	ERR7223412
DNA_161	SO237_04-4	deep_sea	18S rRNA	V9	DNA	ERR7223414
DNA_162	SO237_04-4	deep_sea	18S rRNA	V9	DNA	ERR7223416
DNA_163	SO237_04-5	deep_sea	18S rRNA	V9	DNA	ERR7223418
DNA_164	SO237_04-5	deep_sea	18S rRNA	V9	DNA	ERR7223420;ERR7223806
DNA_165	SO237_04-5	deep_sea	18S rRNA	V9	DNA	ERR7223422
DNA_176	SO237_08-10	deep_sea	18S rRNA	V9	DNA	no_pcr_products
DNA_177	SO237_08-10	deep_sea	18S rRNA	V9	DNA	no_pcr_products
DNA_181	SO237_08-2	deep_sea	18S rRNA	V9	DNA	no_pcr_products
DNA_182	SO237_08-2	deep_sea	18S rRNA	V9	DNA	no_pcr_products
DNA_183	SO237_08-2	deep_sea	18S rRNA	V9	DNA	ERR7223424
DNA_184	SO237_08-2	deep_sea	18S rRNA	V9	DNA	ERR7223426
DNA_185	SO237_09-3	deep_sea	18S rRNA	V9	DNA	ERR7223428
DNA_186	SO237_09-3	deep_sea	18S rRNA	V9	DNA	ERR7223430
DNA_187	SO237_09-3	deep_sea	18S rRNA	V9	DNA	ERR7223432
DNA_188	SO237_09-4	deep_sea	18S rRNA	V9	DNA	ERR7223434
DNA_189	SO237_09-4	deep_sea	18S rRNA	V9	DNA	ERR7223436;ERR7223811
DNA_190	SO237_09-4	deep_sea	18S rRNA	V9	DNA	ERR7223438
DNA_191	SO237_11-5	deep_sea	18S rRNA	V9	DNA	no_pcr_products
DNA_192	SO237_11-5	deep_sea	18S rRNA	V9	DNA	ERR7223440
DNA_193	SO237_11-6	deep_sea	18S rRNA	V9	DNA	ERR7223442
DNA_196	SO237_11-7	deep_sea	18S rRNA	V9	DNA	ERR7223444
DNA_197	SO237_11-7	deep_sea	18S rRNA	V9	DNA	ERR7223446
DNA_200	SO223-1-6	deep_sea	18S rRNA	V9	DNA	ERR7223448;ERR7223814
DNA_201	SO223-1-7	deep_sea	18S rRNA	V9	DNA	ERR7223450;ERR7223816
DNA_202	SO223-1-8	deep_sea	18S rRNA	V9	DNA	ERR7223452;ERR7223817
DNA_203	SO223-2-6	deep_sea	18S rRNA	V9	DNA	ERR7223454
DNA_204	SO223-2-7	deep_sea	18S rRNA	V9	DNA	ERR7223456
DNA_205	SO223-2-8	deep_sea	18S rRNA	V9	DNA	ERR7223458
DNA_206	SO223-3-6	deep_sea	18S rRNA	V9	DNA	ERR7223460;ERR7223820
DNA_207	SO223-3-7	deep_sea	18S rRNA	V9	DNA	ERR7223462
DNA_208	SO223-3-8	deep_sea	18S rRNA	V9	DNA	ERR7223464;ERR7223821
DNA_209	SO223-4-6	deep_sea	18S rRNA	V9	DNA	ERR7223466;ERR7223823
DNA_210	SO223-4-7	deep_sea	18S rRNA	V9	DNA	ERR7223468;ERR7223825
DNA_211	SO223-4-8	deep_sea	18S rRNA	V9	DNA	ERR7223470;ERR7223827
DNA_212	SO223-5-6	deep_sea	18S rRNA	V9	DNA	ERR7223472;ERR7223829
DNA_213	SO223-5-7	deep_sea	18S rRNA	V9	DNA	ERR7223831
DNA_214	SO223-5-8	deep_sea	18S rRNA	V9	DNA	ERR7223476
DNA_215	SO223-6-6	deep_sea	18S rRNA	V9	DNA	ERR7223478
DNA_216	SO223-6-7	deep_sea	18S rRNA	V9	DNA	ERR7223480
DNA_217	SO223-6-8	deep_sea	18S rRNA	V9	DNA	ERR7223482
DNA_218	SO223-7-6	deep_sea	18S rRNA	V9	DNA	ERR7223837
DNA_219	SO223-7-7	deep_sea	18S rRNA	V9	DNA	ERR7223486;ERR7223838
DNA_220	SO223-7-8	deep_sea	18S rRNA	V9	DNA	ERR7223488;ERR7223840
DNA_221	SO223-8-6	deep_sea	18S rRNA	V9	DNA	ERR7223842
DNA_222	SO223-8-7	deep_sea	18S rRNA	V9	DNA	ERR7223492;ERR7223844
DNA_223	SO223-8-8	deep_sea	18S rRNA	V9	DNA	ERR7223494;ERR7223846
DNA_224	SO223-9-6	deep_sea	18S rRNA	V9	DNA	ERR7223496;ERR7223848
DNA_225	SO223-9-7	deep_sea	18S rRNA	V9	DNA	ERR7223498;ERR7223850
DNA_226	SO223-9-8	deep_sea	18S rRNA	V9	DNA	ERR7223500
DNA_227	SO223-10-6	deep_sea	18S rRNA	V9	DNA	ERR7223502;ERR7223853
DNA_228	SO223-10-7	deep_sea	18S rRNA	V9	DNA	ERR7223504;ERR7223855
DNA_229	SO223-10-8	deep_sea	18S rRNA	V9	DNA	ERR7223506;ERR7223857
DNA_230	SO223-11-6	deep_sea	18S rRNA	V9	DNA	ERR7223508;ERR7223859
DNA_231	SO223-11-7	deep_sea	18S rRNA	V9	DNA	ERR7223510;ERR7223861
DNA_232	SO223-11-8	deep_sea	18S rRNA	V9	DNA	ERR7223512;ERR7223863
DNA_233	86-26-core1	deep_sea	18S rRNA	V9	DNA	ERR7223514;ERR7223865
DNA_234	86-26-core1	deep_sea	18S rRNA	V9	DNA	ERR7223516;ERR7223867
DNA_235	86-26-core2	deep_sea	18S rRNA	V9	DNA	ERR7223518;ERR7223869
DNA_236	86-26-core2	deep_sea	18S rRNA	V9	DNA	ERR7223520;ERR7223871
DNA_237	86-29-core1	deep_sea	18S rRNA	V9	DNA	ERR7223522
DNA_238	86-29-core1	deep_sea	18S rRNA	V9	DNA	ERR7223524;ERR7223872
DNA_239	86-29-core2	deep_sea	18S rRNA	V9	DNA	no_pcr_products
DNA_240	86-29-core2	deep_sea	18S rRNA	V9	DNA	no_pcr_products
DNA_241	86-30-core1	deep_sea	18S rRNA	V9	DNA	no_pcr_products
DNA_242	86-30-core1	deep_sea	18S rRNA	V9	DNA	no_pcr_products
DNA_243	86-30-core2	deep_sea	18S rRNA	V9	DNA	no_pcr_products
DNA_244	86-30-core2	deep_sea	18S rRNA	V9	DNA	ERR7223526
DNA_245	141-10-core1	deep_sea	18S rRNA	V9	DNA	ERR7223528;ERR7223873
DNA_246	141-10-core1	deep_sea	18S rRNA	V9	DNA	ERR7223530
DNA_247	141-10-core1	deep_sea	18S rRNA	V9	DNA	ERR7223532
DNA_248	141-10-core2	deep_sea	18S rRNA	V9	DNA	ERR7223534
DNA_249	141-10-core2	deep_sea	18S rRNA	V9	DNA	ERR7223536
DNA_250	141-10-core2	deep_sea	18S rRNA	V9	DNA	ERR7223538
DNA_251	141-11-core1	deep_sea	18S rRNA	V9	DNA	ERR7223540
DNA_252	141-11-core1	deep_sea	18S rRNA	V9	DNA	ERR7223542
DNA_253	141-11-core1	deep_sea	18S rRNA	V9	DNA	ERR7223544
DNA_254	141-11-core2	deep_sea	18S rRNA	V9	DNA	ERR7223546
DNA_255	141-11-core2	deep_sea	18S rRNA	V9	DNA	ERR7223548
DNA_256	141-11-core2	deep_sea	18S rRNA	V9	DNA	ERR7223550;ERR7223881
DNA_257	175-5-core1	deep_sea	18S rRNA	V9	DNA	ERR7223552;ERR7223883
DNA_258	175-5-core1	deep_sea	18S rRNA	V9	DNA	ERR7223554;ERR7223885
DNA_259	175-5-core1	deep_sea	18S rRNA	V9	DNA	ERR7223556;ERR7223886
DNA_260	175-5-core2	deep_sea	18S rRNA	V9	DNA	ERR7223558
DNA_261	175-5-core2	deep_sea	18S rRNA	V9	DNA	ERR7223560;ERR7223889
DNA_262	175-5-core2	deep_sea	18S rRNA	V9	DNA	ERR7223562
DNA_263	175-6-core1	deep_sea	18S rRNA	V9	DNA	ERR7223564
DNA_264	175-6-core1	deep_sea	18S rRNA	V9	DNA	ERR7223566
DNA_265	175-6-core1	deep_sea	18S rRNA	V9	DNA	ERR7223568
DNA_266	175-6-core2	deep_sea	18S rRNA	V9	DNA	ERR7223570
DNA_267	175-6-core2	deep_sea	18S rRNA	V9	DNA	ERR7223572
DNA_268	175-6-core2	deep_sea	18S rRNA	V9	DNA	ERR7223574
DNA_269	175-8-core1	deep_sea	18S rRNA	V9	DNA	ERR7223576
DNA_270	175-8-core1	deep_sea	18S rRNA	V9	DNA	ERR7223578
DNA_271	175-8-core1	deep_sea	18S rRNA	V9	DNA	ERR7223580
DNA_272	175-8-core2	deep_sea	18S rRNA	V9	DNA	ERR7223582
DNA_273	175-8-core2	deep_sea	18S rRNA	V9	DNA	ERR7223584
DNA_274	175-8-core2	deep_sea	18S rRNA	V9	DNA	ERR7223586
DNA_275	BIO12-71KG	deep_sea	18S rRNA	V9	DNA	ERR7223588
DNA_276	BIO12-86KG	deep_sea	18S rRNA	V9	DNA	ERR7223590
DNA_277	BIO12-102KG	deep_sea	18S rRNA	V9	DNA	ERR7223592;ERR7223899
DNA_278	BIO12-17KG	deep_sea	18S rRNA	V9	DNA	ERR7223594;ERR7223900
DNA_279	BIO12-24KG	deep_sea	18S rRNA	V9	DNA	ERR7223596
DNA_280	BIO12-41KG	deep_sea	18S rRNA	V9	DNA	ERR7223598
DNA_281	BIO12-50KG	deep_sea	18S rRNA	V9	DNA	ERR7223600
DNA_282	BIO12-56KG	deep_sea	18S rRNA	V9	DNA	ERR7223602
DNA_283	KM16-43-1	deep_sea	18S rRNA	V9	DNA	ERR7223604
DNA_284	KM16-43-1	deep_sea	18S rRNA	V9	DNA	ERR7223606
DNA_285	KM16-54-5	deep_sea	18S rRNA	V9	DNA	ERR7223608
DNA_286	KM16-54-5	deep_sea	18S rRNA	V9	DNA	ERR7223610
DNA_287	KM16-81-4	deep_sea	18S rRNA	V9	DNA	ERR7223612
DNA_288	KM16-81-4	deep_sea	18S rRNA	V9	DNA	ERR7223614
DNA_289	KM16-54-12	deep_sea	18S rRNA	V9	DNA	ERR7223616;ERR7223902
DNA_290	KM16-56-1	deep_sea	18S rRNA	V9	DNA	ERR7223618
DNA_291	KM16-56-1	deep_sea	18S rRNA	V9	DNA	ERR7223620
DNA_292	KM16-56-2	deep_sea	18S rRNA	V9	DNA	ERR7223622
DNA_293	KM16-56-2	deep_sea	18S rRNA	V9	DNA	ERR7223624
DNA_294	KM16-43-9	deep_sea	18S rRNA	V9	DNA	ERR7223626;ERR7223903
DNA_295	KM16-43-9	deep_sea	18S rRNA	V9	DNA	ERR7223628
DNA_296	KM16-54-12	deep_sea	18S rRNA	V9	DNA	ERR7223630
DNA_297	KM16-84-11	deep_sea	18S rRNA	V9	DNA	ERR7223632
DNA_298	KM16-84-11	deep_sea	18S rRNA	V9	DNA	ERR7223634
DNA_299	KM16-84-12	deep_sea	18S rRNA	V9	DNA	ERR7223636
DNA_300	KM16-84-12	deep_sea	18S rRNA	V9	DNA	ERR7223638
DNA_301	KM16-85-8	deep_sea	18S rRNA	V9	DNA	ERR7223640
DNA_302	KM16-85-8	deep_sea	18S rRNA	V9	DNA	ERR7223642
DNA_303	KM16-85-6	deep_sea	18S rRNA	V9	DNA	ERR7223644
DNA_304	KM16-85-6	deep_sea	18S rRNA	V9	DNA	ERR7223646
DNA_305	KM16-86-7	deep_sea	18S rRNA	V9	DNA	ERR7223648
DNA_306	KM16-86-7	deep_sea	18S rRNA	V9	DNA	ERR7223650
DNA_307	KM16-86-8	deep_sea	18S rRNA	V9	DNA	ERR7223652
DNA_308	KM16-86-8	deep_sea	18S rRNA	V9	DNA	ERR7223654
DNA_309	KM16-87-8	deep_sea	18S rRNA	V9	DNA	ERR7223656
DNA_310	KM16-87-8	deep_sea	18S rRNA	V9	DNA	ERR7223658
DNA_311	KM16-89-6	deep_sea	18S rRNA	V9	DNA	ERR7223660
DNA_312	KM16-89-6	deep_sea	18S rRNA	V9	DNA	ERR7223662
DNA_313	KM16-89-8	deep_sea	18S rRNA	V9	DNA	ERR7223664
DNA_314	KM16-89-8	deep_sea	18S rRNA	V9	DNA	ERR7223666
DNA_315	KM16-90-11	deep_sea	18S rRNA	V9	DNA	ERR7223668
DNA_316	KM16-90-11	deep_sea	18S rRNA	V9	DNA	ERR7223670
DNA_317	KM16-90-7	deep_sea	18S rRNA	V9	DNA	ERR7223672
DNA_318	KM16-90-7	deep_sea	18S rRNA	V9	DNA	ERR7223674
DNA_319	KM16-94-2	deep_sea	18S rRNA	V9	DNA	ERR7223676
DNA_320	KM16-94-2	deep_sea	18S rRNA	V9	DNA	ERR7223678
DNA_321	KM16-94-3	deep_sea	18S rRNA	V9	DNA	ERR7223680
DNA_322	KM16-94-3	deep_sea	18S rRNA	V9	DNA	ERR7223682
DNA_323	Geob18533-1-1	deep_sea	18S rRNA	V9	DNA	ERR7223684
DNA_324	Geob18533-1-1	deep_sea	18S rRNA	V9	DNA	ERR7223686
DNA_325	Geob18533-1-2	deep_sea	18S rRNA	V9	DNA	no_pcr_products
DNA_326	Geob18533-1-2	deep_sea	18S rRNA	V9	DNA	no_pcr_products
DNA_327	Geob18534-2-1	deep_sea	18S rRNA	V9	DNA	no_pcr_products
DNA_328	Geob18534-2-1	deep_sea	18S rRNA	V9	DNA	no_pcr_products
DNA_329	Geob18534-2-2	deep_sea	18S rRNA	V9	DNA	no_pcr_products
DNA_330	86-26-core1	deep_sea	18S rRNA	V9	DNA	ERR7223688
DNA_331	86-26-core2	deep_sea	18S rRNA	V9	DNA	ERR7223690
DNA_332	86-29-core1	deep_sea	18S rRNA	V9	DNA	ERR7223692
DNA_333	86-29-core2	deep_sea	18S rRNA	V9	DNA	no_pcr_products
DNA_336	Geob18534-2-2	deep_sea	18S rRNA	V9	DNA	no_pcr_products
DNA_337	Geob18549-2-1	deep_sea	18S rRNA	V9	DNA	no_pcr_products
