sampleID	bioSampleID	dataset	target_gene	marker	molecule	accessions
ERR1879789	SAMEA2621968	tara	18S rRNA	V9	DNA	ERR1879789
ERR1879902	SAMEA2621968	tara	18S rRNA	V9	DNA	ERR1879902
ERR1879668	SAMEA2621970	tara	18S rRNA	V9	DNA	ERR1879668
ERR1879871	SAMEA2621970	tara	18S rRNA	V9	DNA	ERR1879871
ERR1879717	SAMEA2621975	tara	18S rRNA	V9	DNA	ERR1879717
ERR1879765	SAMEA2621975	tara	18S rRNA	V9	DNA	ERR1879765
ERR562696	SAMEA2622038	tara	18S rRNA	V9	DNA	ERR562696
ERR562433	SAMEA2622039	tara	18S rRNA	V9	DNA	ERR562433
ERR1879817	SAMEA2622067	tara	18S rRNA	V9	DNA	ERR1879817
ERR1879720	SAMEA2622068	tara	18S rRNA	V9	DNA	ERR1879720
ERR1879783	SAMEA2622158	tara	18S rRNA	V9	DNA	ERR1879783
ERR1879859	SAMEA2622159	tara	18S rRNA	V9	DNA	ERR1879859
ERR1879865	SAMEA2622206	tara	18S rRNA	V9	DNA	ERR1879865
ERR1879885	SAMEA2622207	tara	18S rRNA	V9	DNA	ERR1879885
ERR1879816	SAMEA2622305	tara	18S rRNA	V9	DNA	ERR1879816
ERR1879939	SAMEA2622306	tara	18S rRNA	V9	DNA	ERR1879939
ERR1879860	SAMEA2622369	tara	18S rRNA	V9	DNA	ERR1879860
ERR1879906	SAMEA2622370	tara	18S rRNA	V9	DNA	ERR1879906
ERR1879858	SAMEA2622441	tara	18S rRNA	V9	DNA	ERR1879858
ERR1879767	SAMEA2622444	tara	18S rRNA	V9	DNA	ERR1879767
ERR562544	SAMEA2622487	tara	18S rRNA	V9	DNA	ERR562544
ERR562604	SAMEA2622489	tara	18S rRNA	V9	DNA	ERR562604
ERR562421	SAMEA2622490	tara	18S rRNA	V9	DNA	ERR562421
ERR1879708	SAMEA2622511	tara	18S rRNA	V9	DNA	ERR1879708
ERR1879785	SAMEA2622512	tara	18S rRNA	V9	DNA	ERR1879785
ERR1755961	SAMEA2622561	tara	18S rRNA	V9	DNA	ERR1755961
ERR1756152	SAMEA2622561	tara	18S rRNA	V9	DNA	ERR1756152
ERR1879685	SAMEA2622563	tara	18S rRNA	V9	DNA	ERR1879685
ERR1879786	SAMEA2622584	tara	18S rRNA	V9	DNA	ERR1879786
ERR1879679	SAMEA2622585	tara	18S rRNA	V9	DNA	ERR1879679
ERR1879790	SAMEA2622585	tara	18S rRNA	V9	DNA	ERR1879790
ERR1879881	SAMEA2622679	tara	18S rRNA	V9	DNA	ERR1879881
ERR1879847	SAMEA2622680	tara	18S rRNA	V9	DNA	ERR1879847
ERR562677	SAMEA2622697	tara	18S rRNA	V9	DNA	ERR562677
ERR562480	SAMEA2622699	tara	18S rRNA	V9	DNA	ERR562480
ERR1879820	SAMEA2622739	tara	18S rRNA	V9	DNA	ERR1879820
ERR1879664	SAMEA2622740	tara	18S rRNA	V9	DNA	ERR1879664
ERR1879862	SAMEA2622741	tara	18S rRNA	V9	DNA	ERR1879862
ERR1879808	SAMEA2622742	tara	18S rRNA	V9	DNA	ERR1879808
ERR1879681	SAMEA2622743	tara	18S rRNA	V9	DNA	ERR1879681
ERR562631	SAMEA2622744	tara	18S rRNA	V9	DNA	ERR562631
ERR562689	SAMEA2622746	tara	18S rRNA	V9	DNA	ERR562689
ERR562653	SAMEA2622803	tara	18S rRNA	V9	DNA	ERR562653
ERR562632	SAMEA2622804	tara	18S rRNA	V9	DNA	ERR562632
ERR562572	SAMEA2622844	tara	18S rRNA	V9	DNA	ERR562572
ERR562690	SAMEA2622846	tara	18S rRNA	V9	DNA	ERR562690
ERR1879867	SAMEA2622893	tara	18S rRNA	V9	DNA	ERR1879867
ERR1879897	SAMEA2622893	tara	18S rRNA	V9	DNA	ERR1879897
ERR1755960	SAMEA2622894	tara	18S rRNA	V9	DNA	ERR1755960
ERR1756323	SAMEA2622894	tara	18S rRNA	V9	DNA	ERR1756323
ERR1879832	SAMEA2622981	tara	18S rRNA	V9	DNA	ERR1879832
ERR1879872	SAMEA2622981	tara	18S rRNA	V9	DNA	ERR1879872
ERR1756227	SAMEA2622983	tara	18S rRNA	V9	DNA	ERR1756227
ERR1756332	SAMEA2622983	tara	18S rRNA	V9	DNA	ERR1756332
ERR1879821	SAMEA2623035	tara	18S rRNA	V9	DNA	ERR1879821
ERR1756207	SAMEA2623037	tara	18S rRNA	V9	DNA	ERR1756207
ERR1879727	SAMEA2623054	tara	18S rRNA	V9	DNA	ERR1879727
ERR1879932	SAMEA2623054	tara	18S rRNA	V9	DNA	ERR1879932
ERR1879850	SAMEA2623055	tara	18S rRNA	V9	DNA	ERR1879850
ERR1879734	SAMEA2623090	tara	18S rRNA	V9	DNA	ERR1879734
ERR1879759	SAMEA2623090	tara	18S rRNA	V9	DNA	ERR1879759
ERR1756340	SAMEA2623092	tara	18S rRNA	V9	DNA	ERR1756340
ERR1879815	SAMEA2623108	tara	18S rRNA	V9	DNA	ERR1879815
ERR1879819	SAMEA2623108	tara	18S rRNA	V9	DNA	ERR1879819
ERR1879724	SAMEA2623109	tara	18S rRNA	V9	DNA	ERR1879724
ERR1879777	SAMEA2623109	tara	18S rRNA	V9	DNA	ERR1879777
ERR1879686	SAMEA2623166	tara	18S rRNA	V9	DNA	ERR1879686
ERR1879769	SAMEA2623166	tara	18S rRNA	V9	DNA	ERR1879769
ERR1879826	SAMEA2623167	tara	18S rRNA	V9	DNA	ERR1879826
ERR1879866	SAMEA2623167	tara	18S rRNA	V9	DNA	ERR1879866
ERR1879799	SAMEA2623246	tara	18S rRNA	V9	DNA	ERR1879799
ERR1879921	SAMEA2623247	tara	18S rRNA	V9	DNA	ERR1879921
ERR1879886	SAMEA2623321	tara	18S rRNA	V9	DNA	ERR1879886
ERR1879935	SAMEA2623321	tara	18S rRNA	V9	DNA	ERR1879935
ERR1879663	SAMEA2623322	tara	18S rRNA	V9	DNA	ERR1879663
ERR1879811	SAMEA2623322	tara	18S rRNA	V9	DNA	ERR1879811
ERR1879846	SAMEA2623322	tara	18S rRNA	V9	DNA	ERR1879846
ERR1879827	SAMEA2623377	tara	18S rRNA	V9	DNA	ERR1879827
ERR1879840	SAMEA2623377	tara	18S rRNA	V9	DNA	ERR1879840
ERR1756036	SAMEA2623379	tara	18S rRNA	V9	DNA	ERR1756036
ERR1756336	SAMEA2623379	tara	18S rRNA	V9	DNA	ERR1756336
ERR1879678	SAMEA2623397	tara	18S rRNA	V9	DNA	ERR1879678
ERR1879904	SAMEA2623397	tara	18S rRNA	V9	DNA	ERR1879904
ERR1879692	SAMEA2623398	tara	18S rRNA	V9	DNA	ERR1879692
ERR1879697	SAMEA2623398	tara	18S rRNA	V9	DNA	ERR1879697
ERR1756100	SAMEA2623504	tara	18S rRNA	V9	DNA	ERR1756100
ERR1756200	SAMEA2623504	tara	18S rRNA	V9	DNA	ERR1756200
ERR1879695	SAMEA2623506	tara	18S rRNA	V9	DNA	ERR1879695
ERR1879778	SAMEA2623506	tara	18S rRNA	V9	DNA	ERR1879778
ERR1879712	SAMEA2623523	tara	18S rRNA	V9	DNA	ERR1879712
ERR1879936	SAMEA2623523	tara	18S rRNA	V9	DNA	ERR1879936
ERR1879754	SAMEA2623524	tara	18S rRNA	V9	DNA	ERR1879754
ERR1879702	SAMEA2623581	tara	18S rRNA	V9	DNA	ERR1879702
ERR1879766	SAMEA2623581	tara	18S rRNA	V9	DNA	ERR1879766
ERR1879913	SAMEA2623621	tara	18S rRNA	V9	DNA	ERR1879913
ERR1879661	SAMEA2623622	tara	18S rRNA	V9	DNA	ERR1879661
ERR1879938	SAMEA2623667	tara	18S rRNA	V9	DNA	ERR1879938
ERR1879739	SAMEA2623703	tara	18S rRNA	V9	DNA	ERR1879739
ERR1879797	SAMEA2623704	tara	18S rRNA	V9	DNA	ERR1879797
ERR1879812	SAMEA2623763	tara	18S rRNA	V9	DNA	ERR1879812
ERR1879901	SAMEA2623763	tara	18S rRNA	V9	DNA	ERR1879901
ERR1879795	SAMEA2623764	tara	18S rRNA	V9	DNA	ERR1879795
ERR1879798	SAMEA2623764	tara	18S rRNA	V9	DNA	ERR1879798
ERR1879748	SAMEA2623799	tara	18S rRNA	V9	DNA	ERR1879748
ERR1879882	SAMEA2623799	tara	18S rRNA	V9	DNA	ERR1879882
ERR1879747	SAMEA2623800	tara	18S rRNA	V9	DNA	ERR1879747
ERR1879880	SAMEA2623800	tara	18S rRNA	V9	DNA	ERR1879880
ERR1756163	SAMEA2623879	tara	18S rRNA	V9	DNA	ERR1756163
ERR1879910	SAMEA2623881	tara	18S rRNA	V9	DNA	ERR1879910
ERR1879742	SAMEA2623914	tara	18S rRNA	V9	DNA	ERR1879742
ERR1879746	SAMEA2623915	tara	18S rRNA	V9	DNA	ERR1879746
ERR1879946	SAMEA2623954	tara	18S rRNA	V9	DNA	ERR1879946
ERR1756164	SAMEA2623958	tara	18S rRNA	V9	DNA	ERR1756164
ERR1755989	SAMEA2623961	tara	18S rRNA	V9	DNA	ERR1755989
ERR1879757	SAMEA2624009	tara	18S rRNA	V9	DNA	ERR1879757
ERR1879873	SAMEA2624009	tara	18S rRNA	V9	DNA	ERR1879873
ERR1879930	SAMEA2624011	tara	18S rRNA	V9	DNA	ERR1879930
D66	D66	malaspina	18S rRNA	V9	DNA	ERR3850863
D80	D80	malaspina	18S rRNA	V9	DNA	ERR3850865
D78	D78	malaspina	18S rRNA	V9	DNA	ERR3850866
D76	D76	malaspina	18S rRNA	V9	DNA	ERR3850867
D74	D74	malaspina	18S rRNA	V9	DNA	ERR3850868
D72	D72	malaspina	18S rRNA	V9	DNA	ERR3850869
D68	D68	malaspina	18S rRNA	V9	DNA	ERR3850864
D514	D514	malaspina	18S rRNA	V9	DNA	ERR3850870
D526	D526	malaspina	18S rRNA	V9	DNA	ERR3850871
D524	D524	malaspina	18S rRNA	V9	DNA	ERR3850872
D522	D522	malaspina	18S rRNA	V9	DNA	ERR3850873
D520	D520	malaspina	18S rRNA	V9	DNA	ERR3850874
D518	D518	malaspina	18S rRNA	V9	DNA	ERR3850875
D516	D516	malaspina	18S rRNA	V9	DNA	ERR3850876
D862	D862	malaspina	18S rRNA	V9	DNA	ERR3850877
D874	D874	malaspina	18S rRNA	V9	DNA	ERR3850878
D872	D872	malaspina	18S rRNA	V9	DNA	ERR3850879
D870	D870	malaspina	18S rRNA	V9	DNA	ERR3850880
D868	D868	malaspina	18S rRNA	V9	DNA	ERR3850881
D866	D866	malaspina	18S rRNA	V9	DNA	ERR3850882
D864	D864	malaspina	18S rRNA	V9	DNA	ERR3850883
D1170	D1170	malaspina	18S rRNA	V9	DNA	ERR3850884
D1172	D1172	malaspina	18S rRNA	V9	DNA	ERR3850885
D1180	D1180	malaspina	18S rRNA	V9	DNA	ERR3850886
D1168	D1168	malaspina	18S rRNA	V9	DNA	ERR3850887
D1158	D1158	malaspina	18S rRNA	V9	DNA	ERR3850888
D1160	D1160	malaspina	18S rRNA	V9	DNA	ERR3850889
D1156	D1156	malaspina	18S rRNA	V9	DNA	ERR3850890
D1672	D1672	malaspina	18S rRNA	V9	DNA	ERR3850891
D1684	D1684	malaspina	18S rRNA	V9	DNA	ERR3850892
D1668	D1668	malaspina	18S rRNA	V9	DNA	ERR3850893
D1662	D1662	malaspina	18S rRNA	V9	DNA	ERR3850894
D1660	D1660	malaspina	18S rRNA	V9	DNA	ERR3850895
D2229	D2229	malaspina	18S rRNA	V9	DNA	ERR3850896
D2227	D2227	malaspina	18S rRNA	V9	DNA	ERR3850897
D2225	D2225	malaspina	18S rRNA	V9	DNA	ERR3850898
D2223	D2223	malaspina	18S rRNA	V9	DNA	ERR3850899
D2221	D2221	malaspina	18S rRNA	V9	DNA	ERR3850900
D2219	D2219	malaspina	18S rRNA	V9	DNA	ERR3850901
D2217	D2217	malaspina	18S rRNA	V9	DNA	ERR3850902
CANHROV_CT1_0_1	CANHROV_CT1_0_1	eDNAbyss	18S rRNA	V9	DNA	ERS3168784
CANHROV_CT1_1_3	CANHROV_CT1_1_3	eDNAbyss	18S rRNA	V9	DNA	ERS3168785
CANHROV_CT1_3_5	CANHROV_CT1_3_5	eDNAbyss	18S rRNA	V9	DNA	
CANHROV_CT1_5_10	CANHROV_CT1_5_10	eDNAbyss	18S rRNA	V9	DNA	
CANHROV_CT2_0_1	CANHROV_CT2_0_1	eDNAbyss	18S rRNA	V9	DNA	ERS3168789
CANHROV_CT2_1_3	CANHROV_CT2_1_3	eDNAbyss	18S rRNA	V9	DNA	ERS3168790
CANHROV_CT2_3_5	CANHROV_CT2_3_5	eDNAbyss	18S rRNA	V9	DNA	
CANHROV_CT2_5_10	CANHROV_CT2_5_10	eDNAbyss	18S rRNA	V9	DNA	
CANHROV_CT3_0_1	CANHROV_CT3_0_1	eDNAbyss	18S rRNA	V9	DNA	ERS3168794
CANHROV_CT3_1_3	CANHROV_CT3_1_3	eDNAbyss	18S rRNA	V9	DNA	ERS3168795
CANHROV_CT3_3_5	CANHROV_CT3_3_5	eDNAbyss	18S rRNA	V9	DNA	ERS3168796
CANHROV_CT3_5_10	CANHROV_CT3_5_10	eDNAbyss	18S rRNA	V9	DNA	
EssNaut_DNA_extraction blank	EssNaut_DNA_extraction blank	eDNAbyss	18S rRNA	V9	DNA	ERS3727383
EssNaut_PL06_CT2_0_1	EssNaut_PL06_CT2_0_1	eDNAbyss	18S rRNA	V9	DNA	ERS3168190
EssNaut_PL06_CT2_1_3	EssNaut_PL06_CT2_1_3	eDNAbyss	18S rRNA	V9	DNA	ERS3168191
EssNaut_PL06_CT2_3_5	EssNaut_PL06_CT2_3_5	eDNAbyss	18S rRNA	V9	DNA	ERS3168192
EssNaut_PL06_CT2_5_10	EssNaut_PL06_CT2_5_10	eDNAbyss	18S rRNA	V9	DNA	ERS3168193
EssNaut_PL07_CT2_0_1	EssNaut_PL07_CT2_0_1	eDNAbyss	18S rRNA	V9	DNA	ERS3168231
EssNaut_PL07_CT2_1_3	EssNaut_PL07_CT2_1_3	eDNAbyss	18S rRNA	V9	DNA	ERS3168232
EssNaut_PL07_CT2_3_5	EssNaut_PL07_CT2_3_5	eDNAbyss	18S rRNA	V9	DNA	ERS3168233
EssNaut_PL11_CT2_0_1	EssNaut_PL11_CT2_0_1	eDNAbyss	18S rRNA	V9	DNA	ERS3168298
EssNaut_PL11_CT2_1_3	EssNaut_PL11_CT2_1_3	eDNAbyss	18S rRNA	V9	DNA	ERS3168299
EssNaut_PL11_CT2_3_5	EssNaut_PL11_CT2_3_5	eDNAbyss	18S rRNA	V9	DNA	ERS3168300
EssNaut_PL11_CT2_5_10	EssNaut_PL11_CT2_5_10	eDNAbyss	18S rRNA	V9	DNA	ERS3168301
EssNaut_PL12_CL_0_1	EssNaut_PL12_CL_0_1	eDNAbyss	18S rRNA	V9	DNA	
EssNaut_PL12_CL_1_3	EssNaut_PL12_CL_1_3	eDNAbyss	18S rRNA	V9	DNA	
EssNaut_PL12_CL_10_15	EssNaut_PL12_CL_10_15	eDNAbyss	18S rRNA	V9	DNA	
EssNaut_PL12_CL_3_5	EssNaut_PL12_CL_3_5	eDNAbyss	18S rRNA	V9	DNA	
EssNaut_PL12_CL_5_10	EssNaut_PL12_CL_5_10	eDNAbyss	18S rRNA	V9	DNA	
MARMINE_DNA_BLANK	MARMINE_DNA_BLANK	eDNAbyss	18S rRNA	V9	DNA	ERS3727406
MARMINE_ST35_PC10_0_1	MARMINE_ST35_PC10_0_1	eDNAbyss	18S rRNA	V9	DNA	ERS3168362
MARMINE_ST35_PC10_1_3	MARMINE_ST35_PC10_1_3	eDNAbyss	18S rRNA	V9	DNA	ERS3168363
MARMINE_ST35_PC10_10_15	MARMINE_ST35_PC10_10_15	eDNAbyss	18S rRNA	V9	DNA	ERS3168366
MARMINE_ST35_PC10_3_5	MARMINE_ST35_PC10_3_5	eDNAbyss	18S rRNA	V9	DNA	ERS3168364
MARMINE_ST35_PC10_5_10	MARMINE_ST35_PC10_5_10	eDNAbyss	18S rRNA	V9	DNA	ERS3168365
MARMINE_ST35_PC12_0_1	MARMINE_ST35_PC12_0_1	eDNAbyss	18S rRNA	V9	DNA	ERS3168370
MARMINE_ST35_PC12_1_3	MARMINE_ST35_PC12_1_3	eDNAbyss	18S rRNA	V9	DNA	ERS3168371
MARMINE_ST35_PC12_10_15	MARMINE_ST35_PC12_10_15	eDNAbyss	18S rRNA	V9	DNA	ERS3168374
MARMINE_ST35_PC12_3_5	MARMINE_ST35_PC12_3_5	eDNAbyss	18S rRNA	V9	DNA	ERS3168372
MARMINE_ST35_PC12_5_10	MARMINE_ST35_PC12_5_10	eDNAbyss	18S rRNA	V9	DNA	ERS3168373
MARMINE_ST35_PC16_0_1	MARMINE_ST35_PC16_0_1	eDNAbyss	18S rRNA	V9	DNA	ERS3168378
MARMINE_ST35_PC16_1_3	MARMINE_ST35_PC16_1_3	eDNAbyss	18S rRNA	V9	DNA	ERS3168379
MARMINE_ST35_PC16_10_15	MARMINE_ST35_PC16_10_15	eDNAbyss	18S rRNA	V9	DNA	ERS3168382
MARMINE_ST35_PC16_3_5	MARMINE_ST35_PC16_3_5	eDNAbyss	18S rRNA	V9	DNA	ERS3168380
MARMINE_ST35_PC16_5_10	MARMINE_ST35_PC16_5_10	eDNAbyss	18S rRNA	V9	DNA	ERS3168381
MARMINE_ST38_PC04_0_1	MARMINE_ST38_PC04_0_1	eDNAbyss	18S rRNA	V9	DNA	ERS3168383
MARMINE_ST38_PC04_1_3	MARMINE_ST38_PC04_1_3	eDNAbyss	18S rRNA	V9	DNA	ERS3168384
MARMINE_ST38_PC04_10_15	MARMINE_ST38_PC04_10_15	eDNAbyss	18S rRNA	V9	DNA	ERS3168387
MARMINE_ST38_PC04_3_5	MARMINE_ST38_PC04_3_5	eDNAbyss	18S rRNA	V9	DNA	ERS3168385
MARMINE_ST38_PC04_5_10	MARMINE_ST38_PC04_5_10	eDNAbyss	18S rRNA	V9	DNA	ERS3168386
MARMINE_ST38_PC07_0_1	MARMINE_ST38_PC07_0_1	eDNAbyss	18S rRNA	V9	DNA	ERS3168394
MARMINE_ST38_PC07_1_3	MARMINE_ST38_PC07_1_3	eDNAbyss	18S rRNA	V9	DNA	ERS3168395
MARMINE_ST38_PC07_10_15	MARMINE_ST38_PC07_10_15	eDNAbyss	18S rRNA	V9	DNA	ERS3168398
MARMINE_ST38_PC07_3_5	MARMINE_ST38_PC07_3_5	eDNAbyss	18S rRNA	V9	DNA	ERS3168396
MARMINE_ST38_PC07_5_10	MARMINE_ST38_PC07_5_10	eDNAbyss	18S rRNA	V9	DNA	ERS3168397
MARMINE_ST38_PC08_0_1	MARMINE_ST38_PC08_0_1	eDNAbyss	18S rRNA	V9	DNA	ERS3168399
MARMINE_ST38_PC08_1_3	MARMINE_ST38_PC08_1_3	eDNAbyss	18S rRNA	V9	DNA	ERS3168400
MARMINE_ST38_PC08_10_15	MARMINE_ST38_PC08_10_15	eDNAbyss	18S rRNA	V9	DNA	ERS3168403
MARMINE_ST38_PC08_3_5	MARMINE_ST38_PC08_3_5	eDNAbyss	18S rRNA	V9	DNA	ERS3168401
MARMINE_ST38_PC08_5_10	MARMINE_ST38_PC08_5_10	eDNAbyss	18S rRNA	V9	DNA	ERS3168402
MARMINE_ST48_PC09_0_1	MARMINE_ST48_PC09_0_1	eDNAbyss	18S rRNA	V9	DNA	ERS3168414
MARMINE_ST48_PC09_1_3	MARMINE_ST48_PC09_1_3	eDNAbyss	18S rRNA	V9	DNA	ERS3168415
MARMINE_ST48_PC09_10_15	MARMINE_ST48_PC09_10_15	eDNAbyss	18S rRNA	V9	DNA	ERS3168418
MARMINE_ST48_PC09_3_5	MARMINE_ST48_PC09_3_5	eDNAbyss	18S rRNA	V9	DNA	ERS3168416
MARMINE_ST48_PC09_5_10	MARMINE_ST48_PC09_5_10	eDNAbyss	18S rRNA	V9	DNA	ERS3168417
MARMINE_ST48_PC11_0_1	MARMINE_ST48_PC11_0_1	eDNAbyss	18S rRNA	V9	DNA	
MARMINE_ST48_PC11_1_2	MARMINE_ST48_PC11_1_2	eDNAbyss	18S rRNA	V9	DNA	
MARMINE_ST48_PC11_10_15	MARMINE_ST48_PC11_10_15	eDNAbyss	18S rRNA	V9	DNA	ERS3168408
MARMINE_ST48_PC11_2_5	MARMINE_ST48_PC11_2_5	eDNAbyss	18S rRNA	V9	DNA	
MARMINE_ST48_PC11_5_10	MARMINE_ST48_PC11_5_10	eDNAbyss	18S rRNA	V9	DNA	ERS3168407
MARMINE_ST48_PC14_0_1	MARMINE_ST48_PC14_0_1	eDNAbyss	18S rRNA	V9	DNA	
MARMINE_ST48_PC14_1_2	MARMINE_ST48_PC14_1_2	eDNAbyss	18S rRNA	V9	DNA	
MARMINE_ST48_PC14_10_15	MARMINE_ST48_PC14_10_15	eDNAbyss	18S rRNA	V9	DNA	ERS3168413
MARMINE_ST48_PC14_2_5	MARMINE_ST48_PC14_2_5	eDNAbyss	18S rRNA	V9	DNA	
MARMINE_ST48_PC14_5_10	MARMINE_ST48_PC14_5_10	eDNAbyss	18S rRNA	V9	DNA	ERS3168412
MARMINE_ST48_PC15_0_1	MARMINE_ST48_PC15_0_1	eDNAbyss	18S rRNA	V9	DNA	ERS3168422
MARMINE_ST48_PC15_1_3	MARMINE_ST48_PC15_1_3	eDNAbyss	18S rRNA	V9	DNA	ERS3168423
MARMINE_ST48_PC15_10_15	MARMINE_ST48_PC15_10_15	eDNAbyss	18S rRNA	V9	DNA	ERS3168426
MARMINE_ST48_PC15_3_5	MARMINE_ST48_PC15_3_5	eDNAbyss	18S rRNA	V9	DNA	ERS3168424
MARMINE_ST48_PC15_5_10	MARMINE_ST48_PC15_5_10	eDNAbyss	18S rRNA	V9	DNA	ERS3168425
MARMINE_ST48_PC16_0_1	MARMINE_ST48_PC16_0_1	eDNAbyss	18S rRNA	V9	DNA	ERS3168427
MARMINE_ST48_PC16_1_3	MARMINE_ST48_PC16_1_3	eDNAbyss	18S rRNA	V9	DNA	ERS3168428
MARMINE_ST48_PC16_10_15	MARMINE_ST48_PC16_10_15	eDNAbyss	18S rRNA	V9	DNA	ERS3168431
MARMINE_ST48_PC16_3_5	MARMINE_ST48_PC16_3_5	eDNAbyss	18S rRNA	V9	DNA	ERS3168429
MARMINE_ST48_PC16_5_10	MARMINE_ST48_PC16_5_10	eDNAbyss	18S rRNA	V9	DNA	ERS3168430
MDW_BLANK	MDW_BLANK	eDNAbyss	18S rRNA	V9	DNA	ERS3727407
MDW_ST117_CT1_0_1	MDW_ST117_CT1_0_1	eDNAbyss	18S rRNA	V9	DNA	
MDW_ST117_CT1_1_3	MDW_ST117_CT1_1_3	eDNAbyss	18S rRNA	V9	DNA	
MDW_ST117_CT1_10_16	MDW_ST117_CT1_10_16	eDNAbyss	18S rRNA	V9	DNA	
MDW_ST117_CT1_3_5	MDW_ST117_CT1_3_5	eDNAbyss	18S rRNA	V9	DNA	
MDW_ST117_CT1_5_10	MDW_ST117_CT1_5_10	eDNAbyss	18S rRNA	V9	DNA	
MDW_ST117_CT2_0_1	MDW_ST117_CT2_0_1	eDNAbyss	18S rRNA	V9	DNA	
MDW_ST117_CT2_1_3	MDW_ST117_CT2_1_3	eDNAbyss	18S rRNA	V9	DNA	
MDW_ST117_CT2_10_15	MDW_ST117_CT2_10_15	eDNAbyss	18S rRNA	V9	DNA	
MDW_ST117_CT2_3_5	MDW_ST117_CT2_3_5	eDNAbyss	18S rRNA	V9	DNA	
MDW_ST117_CT2_5_10	MDW_ST117_CT2_5_10	eDNAbyss	18S rRNA	V9	DNA	
MDW_ST117_CT3_0_1	MDW_ST117_CT3_0_1	eDNAbyss	18S rRNA	V9	DNA	
MDW_ST117_CT3_1_3	MDW_ST117_CT3_1_3	eDNAbyss	18S rRNA	V9	DNA	
MDW_ST117_CT3_10_16	MDW_ST117_CT3_10_16	eDNAbyss	18S rRNA	V9	DNA	
MDW_ST117_CT3_3_5	MDW_ST117_CT3_3_5	eDNAbyss	18S rRNA	V9	DNA	
MDW_ST117_CT3_5_10	MDW_ST117_CT3_5_10	eDNAbyss	18S rRNA	V9	DNA	
MDW_ST117_CT4_0_1	MDW_ST117_CT4_0_1	eDNAbyss	18S rRNA	V9	DNA	
MDW_ST117_CT4_1_3	MDW_ST117_CT4_1_3	eDNAbyss	18S rRNA	V9	DNA	
MDW_ST117_CT4_3_5	MDW_ST117_CT4_3_5	eDNAbyss	18S rRNA	V9	DNA	
MDW_ST117_CT4_5_10	MDW_ST117_CT4_5_10	eDNAbyss	18S rRNA	V9	DNA	
MDW_ST117_CT5_0_1	MDW_ST117_CT5_0_1	eDNAbyss	18S rRNA	V9	DNA	
MDW_ST117_CT5_1_3	MDW_ST117_CT5_1_3	eDNAbyss	18S rRNA	V9	DNA	
MDW_ST117_CT5_10_15	MDW_ST117_CT5_10_15	eDNAbyss	18S rRNA	V9	DNA	
MDW_ST117_CT5_3_5	MDW_ST117_CT5_3_5	eDNAbyss	18S rRNA	V9	DNA	
MDW_ST117_CT5_5_10	MDW_ST117_CT5_5_10	eDNAbyss	18S rRNA	V9	DNA	
MDW_ST117_CT6_0_1	MDW_ST117_CT6_0_1	eDNAbyss	18S rRNA	V9	DNA	
MDW_ST117_CT6_1_3	MDW_ST117_CT6_1_3	eDNAbyss	18S rRNA	V9	DNA	
MDW_ST117_CT6_10_17	MDW_ST117_CT6_10_17	eDNAbyss	18S rRNA	V9	DNA	
MDW_ST117_CT6_3_5	MDW_ST117_CT6_3_5	eDNAbyss	18S rRNA	V9	DNA	
MDW_ST117_CT6_5_10	MDW_ST117_CT6_5_10	eDNAbyss	18S rRNA	V9	DNA	
MDW_ST179_CT1_0_1	MDW_ST179_CT1_0_1	eDNAbyss	18S rRNA	V9	DNA	
MDW_ST179_CT1_1_3	MDW_ST179_CT1_1_3	eDNAbyss	18S rRNA	V9	DNA	
MDW_ST179_CT1_10_15	MDW_ST179_CT1_10_15	eDNAbyss	18S rRNA	V9	DNA	
MDW_ST179_CT1_15_30	MDW_ST179_CT1_15_30	eDNAbyss	18S rRNA	V9	DNA	
MDW_ST179_CT1_3_5	MDW_ST179_CT1_3_5	eDNAbyss	18S rRNA	V9	DNA	
MDW_ST179_CT1_30_40	MDW_ST179_CT1_30_40	eDNAbyss	18S rRNA	V9	DNA	
MDW_ST179_CT1_40_50	MDW_ST179_CT1_40_50	eDNAbyss	18S rRNA	V9	DNA	
MDW_ST179_CT1_5_10	MDW_ST179_CT1_5_10	eDNAbyss	18S rRNA	V9	DNA	
MDW_ST179_CT1_50_60	MDW_ST179_CT1_50_60	eDNAbyss	18S rRNA	V9	DNA	
MDW_ST179_CT2_0_1	MDW_ST179_CT2_0_1	eDNAbyss	18S rRNA	V9	DNA	
MDW_ST179_CT2_1_3	MDW_ST179_CT2_1_3	eDNAbyss	18S rRNA	V9	DNA	
MDW_ST179_CT2_10_15	MDW_ST179_CT2_10_15	eDNAbyss	18S rRNA	V9	DNA	
MDW_ST179_CT2_15_30	MDW_ST179_CT2_15_30	eDNAbyss	18S rRNA	V9	DNA	
MDW_ST179_CT2_3_5	MDW_ST179_CT2_3_5	eDNAbyss	18S rRNA	V9	DNA	
MDW_ST179_CT2_30_40	MDW_ST179_CT2_30_40	eDNAbyss	18S rRNA	V9	DNA	
MDW_ST179_CT2_40_50	MDW_ST179_CT2_40_50	eDNAbyss	18S rRNA	V9	DNA	
MDW_ST179_CT2_5_10	MDW_ST179_CT2_5_10	eDNAbyss	18S rRNA	V9	DNA	
MDW_ST179_CT2_50_60	MDW_ST179_CT2_50_60	eDNAbyss	18S rRNA	V9	DNA	
